,Target,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Sex_F,Sex_I,Sex_M,water,ratio,new6,a2
2086,10,0.71,0.5,0.15,4,0.6835,0.2815,0.28,1,0,0,1.755,0.22783333333333333,0.1765000000000001,-0.31229962828324875
2087,11,0.72,0.585,0.22,4,0.9155,0.448,0.479,0,0,1,1.1575000000000002,0.30516666666666664,0.48249999999999993,-0.9940318031432432
2088,12,0.72,0.575,0.215,4,0.8565,0.4825,0.602,1,0,0,1.0590000000000002,0.28550000000000003,0.7774999999999999,-1.3957687378177732
2089,10,0.73,0.555,0.18,4,0.6555,0.1965,0.4935,1,0,0,1.6545,0.2185,0.6915,-1.1585456980281779
2090,17,0.775,0.57,0.22,4,0.735,0.4755,0.6585,0,0,1,1.1310000000000002,0.245,1.0219999999999998,-1.6495272359683004
2091,8,0.505,0.39,0.115,3,0.3045,0.1555,0.175,1,0,0,1.365,0.15225,0.27549999999999997,-0.3007275702128442
2092,10,0.53,0.425,0.13,3,0.2995,0.1355,0.245,0,0,1,1.32,0.14975,0.4505,-0.6742560462950837
2093,11,0.505,0.385,0.115,3,0.243,0.1075,0.21,1,0,0,1.4395,0.1215,0.40700000000000003,-0.5427460034384844
2094,7,0.405,0.305,0.09,2,0.114,0.0575,0.095,0,1,0,0.7335,0.114,0.256,-0.28577998061888404
2095,7,0.415,0.3,0.1,2,0.1545,0.0685,0.095,0,0,1,0.6819999999999999,0.1545,0.23550000000000001,-0.22997182724627202
2096,11,0.5,0.39,0.145,3,0.273,0.132,0.22,0,0,1,1.375,0.1365,0.45699999999999996,-0.650247419867731
2097,7,0.425,0.33,0.08,2,0.134,0.0825,0.125,0,0,1,0.6585,0.134,0.276,-0.37076461833682023
2098,8,0.47,0.35,0.1,2,0.1885,0.0885,0.175,0,0,1,0.548,0.1885,0.36150000000000004,-0.5903434873564929
2099,10,0.4,0.31,0.115,2,0.1475,0.0695,0.115,1,0,0,0.6679999999999999,0.1475,0.3125,-0.4473310966112525
2100,10,0.37,0.29,0.1,2,0.1025,0.0505,0.085,0,1,0,0.762,0.1025,0.2675,-0.31681844550829336
2101,19,0.5,0.38,0.155,3,0.2655,0.1365,0.215,0,0,1,1.383,0.13275,0.4745,-0.6664223600692503
2102,9,0.41,0.31,0.11,2,0.124,0.082,0.095,0,1,0,0.699,0.124,0.28600000000000003,-0.3598680596573453
2103,9,0.375,0.29,0.1,2,0.1175,0.0565,0.085,0,0,1,0.741,0.1175,0.2525,-0.27675963414922616
2104,11,0.49,0.385,0.125,3,0.2175,0.128,0.165,1,0,0,1.4895,0.10875,0.36250000000000004,-0.43853004649767724
2105,10,0.585,0.48,0.185,4,0.434,0.265,0.285,0,0,1,2.016,0.14466666666666667,0.506,-0.7397554905562751
2106,14,0.595,0.455,0.155,4,0.416,0.2105,0.365,0,0,1,2.0085,0.13866666666666666,0.6240000000000001,-0.9234620498496122
2107,15,0.675,0.55,0.18,4,0.562,0.3705,0.6,1,0,0,1.4674999999999998,0.18733333333333335,0.998,-1.6020565924715522
2108,27,0.665,0.535,0.225,4,0.7535,0.391,0.885,0,0,1,0.9705000000000004,0.25116666666666665,1.4665000000000004,-2.5745814474782147
2109,13,0.62,0.49,0.17,4,0.5185,0.2555,0.335,0,0,1,1.891,0.1728333333333333,0.49150000000000005,-0.7582669313054372
2110,5,0.325,0.25,0.055,2,0.076,0.051,0.045,0,1,0,0.8280000000000001,0.076,0.12400000000000001,0.12081070938207525
2111,9,0.455,0.355,0.08,2,0.2165,0.0995,0.125,0,1,0,0.5589999999999999,0.2165,0.19350000000000003,-0.20985597108922466
2112,8,0.525,0.405,0.13,3,0.3265,0.1975,0.175,0,0,1,1.301,0.16325,0.2835,-0.33141174369431126
2113,7,0.385,0.29,0.09,2,0.0855,0.0495,0.08,0,1,0,0.7849999999999999,0.0855,0.25449999999999995,-0.2665383519375127
2114,4,0.13,0.095,0.035,2,0.005,0.0065,0.0035,0,1,0,0.985,0.005,0.07200000000000001,0.3141518954361897
2115,3,0.18,0.13,0.045,2,0.0125,0.01,0.009,0,1,0,0.9685,0.0125,0.0955,0.2511744756724113
2116,6,0.31,0.225,0.05,2,0.0675,0.0385,0.045,0,1,0,0.849,0.0675,0.1225,0.14780992182196703
2117,7,0.375,0.29,0.08,2,0.1405,0.0725,0.08,1,0,0,0.707,0.1405,0.1795,-0.08969293085710603
2118,8,0.48,0.38,0.12,3,0.2705,0.1405,0.185,1,0,0,1.404,0.13525,0.33949999999999997,-0.4191819921088798
2119,9,0.455,0.37,0.125,2,0.201,0.1265,0.145,0,1,0,0.5275,0.201,0.339,-0.5563841911100678
2120,7,0.425,0.325,0.1,2,0.1365,0.0725,0.11,0,0,1,0.681,0.1365,0.28350000000000003,-0.37209141108526117
2121,9,0.475,0.36,0.11,2,0.177,0.0965,0.145,0,1,0,0.5815,0.177,0.333,-0.515221984734585
2122,11,0.435,0.35,0.12,2,0.192,0.1,0.13,1,0,0,0.578,0.192,0.308,-0.47014345577117744
2123,6,0.29,0.21,0.075,2,0.113,0.0675,0.035,1,0,0,0.7845,0.113,0.107,0.20031463951460304
2124,7,0.385,0.295,0.095,2,0.147,0.094,0.09,0,0,1,0.669,0.147,0.223,-0.2086484327899671
2125,8,0.47,0.375,0.115,2,0.1685,0.0755,0.15,0,0,1,0.606,0.1685,0.36150000000000004,-0.5957878306367451
2126,10,0.5,0.4,0.125,3,0.2395,0.126,0.185,1,0,0,1.4495,0.11975,0.3805,-0.4971971366353445
2127,7,0.4,0.31,0.1,2,0.106,0.071,0.085,0,1,0,0.738,0.106,0.264,-0.3057582313772342
2128,12,0.62,0.51,0.175,4,0.4375,0.2265,0.4,0,0,1,1.936,0.14583333333333334,0.7124999999999999,-1.1033645190333423
2129,12,0.595,0.47,0.15,3,0.359,0.2105,0.245,0,0,1,1.1855,0.1795,0.43100000000000005,-0.6692118197758494
2130,9,0.585,0.455,0.14,3,0.462,0.185,0.295,0,0,1,1.058,0.231,0.408,-0.6702963037888245
2131,6,0.32,0.24,0.08,2,0.08,0.0385,0.055,0,0,1,0.8265,0.08,0.19,-0.07541421711348373
2132,10,0.52,0.41,0.125,3,0.2945,0.1625,0.215,1,0,0,1.328,0.14725,0.38549999999999995,-0.5340138610647155
2133,9,0.44,0.35,0.11,2,0.2,0.0885,0.13,0,0,1,0.5815,0.2,0.27999999999999997,-0.4068104510402317
2134,8,0.44,0.33,0.115,2,0.143,0.113,0.12,1,0,0,0.624,0.143,0.32699999999999996,-0.4718163463129278
2135,12,0.565,0.425,0.1,3,0.3055,0.166,0.18,0,0,1,1.3485,0.15275,0.25450000000000006,-0.28379082195550676
2136,9,0.56,0.425,0.125,3,0.361,0.213,0.335,1,0,0,1.091,0.1805,0.559,-0.9001840789784019
2137,10,0.59,0.455,0.175,3,0.391,0.2455,0.31,1,0,0,1.0534999999999999,0.1955,0.579,-0.9267273841457371
2138,16,0.57,0.465,0.18,3,0.405,0.277,0.295,1,0,0,1.023,0.2025,0.5449999999999999,-0.8915491283366709
2139,14,0.68,0.53,0.205,4,0.5825,0.337,0.465,0,0,1,1.6155,0.19416666666666668,0.7575000000000001,-1.2123084463797729
2140,10,0.45,0.36,0.125,3,0.222,0.105,0.16,1,0,0,1.513,0.111,0.3480000000000001,-0.40857562469284187
2141,7,0.32,0.24,0.075,2,0.076,0.0355,0.05,0,1,0,0.8385,0.076,0.174,-0.024193079087392988
2142,9,0.46,0.35,0.11,2,0.1685,0.0865,0.125,0,1,0,0.62,0.1685,0.3015,-0.4321422639986562
2143,10,0.47,0.37,0.105,2,0.2025,0.1015,0.155,0,0,1,0.5409999999999999,0.2025,0.3175,-0.5086054956126633
2144,9,0.455,0.35,0.105,2,0.1575,0.083,0.135,0,0,1,0.6245,0.1575,0.3225,-0.4857299397479109
2145,9,0.415,0.325,0.115,2,0.1405,0.0765,0.11,1,0,0,0.673,0.1405,0.3095,-0.4390515001321841
2146,11,0.465,0.35,0.12,3,0.2015,0.1625,0.185,0,0,1,1.451,0.10075,0.4085,-0.5177373536844074
2147,12,0.46,0.375,0.135,2,0.186,0.0845,0.17,0,0,1,0.5595,0.186,0.4240000000000001,-0.7418045699610104
2148,8,0.415,0.31,0.09,2,0.1305,0.0735,0.115,0,0,1,0.681,0.1305,0.2795,-0.3568813074136283
2149,7,0.27,0.195,0.07,2,0.0465,0.018,0.036,0,0,1,0.8995,0.0465,0.16550000000000004,0.012185706289085413
2150,10,0.445,0.355,0.11,2,0.1805,0.1035,0.1505,0,0,1,0.5655,0.1805,0.3405,-0.5510947794554295
2151,18,0.745,0.585,0.19,4,0.8435,0.437,0.5855,1,0,0,1.134,0.2811666666666667,0.7075000000000001,-1.2956325005492455
2152,8,0.4,0.3,0.115,2,0.1335,0.0465,0.0935,1,0,0,0.7265,0.1335,0.28350000000000003,-0.35107003222533406
2153,5,0.28,0.2,0.075,2,0.0545,0.0115,0.035,0,1,0,0.899,0.0545,0.1655,0.01921544869494128
2154,10,0.55,0.44,0.135,3,0.368,0.2095,0.265,0,0,1,1.1575,0.184,0.43200000000000005,-0.6730246022262414
2155,16,0.58,0.46,0.165,4,0.473,0.1965,0.435,0,0,1,1.8955,0.15766666666666665,0.727,-1.1393067951399072
2156,12,0.61,0.5,0.165,4,0.4915,0.185,0.49,0,0,1,1.8335,0.16383333333333333,0.8185,-1.310229621700816
2157,17,0.62,0.495,0.175,4,0.643,0.3285,0.725,0,0,1,1.3035,0.21433333333333335,1.1569999999999998,-1.8641202790506601
2158,14,0.56,0.42,0.195,3,0.3025,0.1795,0.285,0,0,1,1.233,0.15125,0.6575,-0.9985803127926238
2159,12,0.64,0.51,0.2,4,0.61,0.3315,0.41,1,0,0,1.6485,0.20333333333333334,0.61,-0.9968356196455873
2160,19,0.69,0.55,0.2,4,0.732,0.472,0.57,0,0,1,1.226,0.244,0.808,-1.3800668971720533
2161,17,0.715,0.565,0.24,4,0.7245,0.465,0.885,1,0,0,0.9255,0.24150000000000002,1.5255,-2.588697908721226
2162,11,0.71,0.565,0.195,4,0.785,0.492,0.49,1,0,0,1.2329999999999999,0.26166666666666666,0.5850000000000001,-1.0735117911153664
2163,9,0.55,0.47,0.15,3,0.377,0.184,0.29,1,0,0,1.149,0.1885,0.5029999999999999,-0.8349624941565179
2164,5,0.375,0.305,0.09,2,0.1395,0.0565,0.095,0,0,1,0.709,0.1395,0.23049999999999998,-0.2480526483249998
2165,9,0.61,0.45,0.16,4,0.414,0.311,0.3,1,0,0,1.975,0.13799999999999998,0.506,-0.6991882544258097
2166,6,0.38,0.28,0.085,2,0.115,0.061,0.085,0,1,0,0.739,0.115,0.22500000000000003,-0.19232174366958707
2167,5,0.37,0.275,0.085,2,0.104,0.0535,0.07,1,0,0,0.7725,0.104,0.20600000000000007,-0.13220382373140427
2168,6,0.335,0.235,0.085,2,0.066,0.0345,0.045,0,0,1,0.8545,0.066,0.194,-0.06013272211768694
2169,4,0.165,0.115,0.015,2,0.0055,0.003,0.005,0,1,0,0.9865,0.0055,0.0345,0.575884112930541
2170,7,0.285,0.21,0.075,2,0.055,0.0285,0.04,0,0,1,0.8765000000000001,0.055,0.175,-0.019595109687379653
2171,6,0.19,0.13,0.03,2,0.0155,0.015,0.01,0,1,0,0.9595,0.0155,0.0645,0.41308532535920245
2172,5,0.215,0.15,0.03,2,0.0115,0.005,0.01,0,1,0,0.9735,0.0115,0.0685,0.39721308252451487
2173,10,0.595,0.465,0.125,3,0.3245,0.2,0.23,0,0,1,1.2455,0.16225,0.38549999999999995,-0.5733015833787865
2174,13,0.645,0.5,0.17,4,0.4805,0.274,0.355,1,0,0,1.8905,0.16016666666666665,0.5695000000000001,-0.8682117243207187
2175,12,0.575,0.45,0.185,3,0.342,0.197,0.35,0,0,1,1.111,0.171,0.7279999999999998,-1.157090805139649
2176,20,0.57,0.45,0.17,4,0.414,0.187,0.405,1,0,0,1.994,0.13799999999999998,0.7360000000000002,-1.1219979705304985
2177,14,0.58,0.45,0.235,4,0.3,0.206,0.395,1,0,0,2.099,0.09999999999999999,0.96,-1.381224153506762
2178,15,0.595,0.48,0.2,3,0.358,0.2035,0.34,1,0,0,1.0985,0.179,0.7220000000000001,-1.1548197463257361
2179,14,0.595,0.47,0.25,4,0.462,0.2475,0.445,1,0,0,1.8455,0.154,0.9280000000000002,-1.3990265007649396
2180,21,0.625,0.42,0.165,4,0.358,0.165,0.445,1,0,0,2.032,0.11933333333333333,0.862,-1.2512783201545585
2181,16,0.535,0.42,0.165,3,0.3355,0.1985,0.26,0,0,1,1.206,0.16775,0.5145000000000001,-0.787241552631452
2182,13,0.55,0.43,0.16,3,0.317,0.1735,0.355,0,0,1,1.1545,0.1585,0.7130000000000001,-1.1421498059597077
2183,6,0.495,0.4,0.155,3,0.2345,0.1155,0.35,0,0,1,1.3,0.11725,0.7755000000000001,-1.2227231555886389
2184,6,0.32,0.235,0.08,2,0.064,0.031,0.045,0,1,0,0.86,0.064,0.186,-0.049231436171823795
2185,9,0.445,0.34,0.12,2,0.193,0.1035,0.13,0,0,1,0.5735,0.193,0.307,-0.4498961922013134
2186,9,0.52,0.4,0.125,3,0.295,0.1715,0.185,1,0,0,1.3485,0.1475,0.325,-0.399059137933333
2187,14,0.495,0.385,0.135,3,0.2,0.1225,0.26,0,0,1,1.4175,0.1,0.5900000000000001,-0.8934308834058216
2188,12,0.47,0.37,0.135,3,0.222,0.1325,0.17,0,0,1,1.4754999999999998,0.111,0.3880000000000001,-0.4868665100376667
2189,10,0.49,0.37,0.14,3,0.243,0.115,0.195,1,0,0,1.447,0.1215,0.42700000000000005,-0.5641768583481976
2190,11,0.58,0.47,0.165,3,0.3215,0.1985,0.315,0,0,1,1.165,0.16075,0.6385,-1.0223946978968041
2191,15,0.645,0.495,0.185,4,0.5265,0.2785,0.455,0,0,1,1.74,0.1755,0.7535000000000001,-1.1798424686918558
2192,14,0.575,0.485,0.165,4,0.419,0.264,0.3,1,0,0,2.017,0.13966666666666666,0.5109999999999999,-0.7611727029598475
2193,6,0.215,0.17,0.055,2,0.0205,0.014,0.02,0,1,0,0.9455,0.0205,0.1295,0.11473691776867408
2194,13,0.43,0.325,0.11,2,0.1355,0.0935,0.12,0,1,0,0.651,0.1355,0.32449999999999996,-0.4680037478469683
2195,5,0.26,0.215,0.08,2,0.037,0.0255,0.045,0,1,0,0.8925,0.037,0.213,-0.17789237725463636
2196,11,0.37,0.28,0.09,2,0.0905,0.0545,0.07,0,1,0,0.785,0.0905,0.2295,-0.19711917229598916
2197,10,0.405,0.305,0.105,2,0.1565,0.0705,0.125,0,1,0,0.648,0.1565,0.3035,-0.4265495729571085
2198,6,0.27,0.19,0.08,2,0.0265,0.0195,0.03,0,1,0,0.924,0.0265,0.1935,-0.07114620390002337
2199,21,0.68,0.55,0.2,4,0.525,0.4075,0.585,1,0,0,1.4825,0.17500000000000002,1.045,-1.634078892444346
2200,13,0.65,0.515,0.195,4,0.5195,0.36,0.44,1,0,0,1.6805,0.17316666666666666,0.7505000000000001,-1.1795445406898113
2201,25,0.645,0.49,0.215,4,0.4265,0.2285,0.51,1,0,0,1.835,0.14216666666666666,1.0234999999999999,-1.5306148641963278
2202,19,0.57,0.405,0.16,3,0.3445,0.2185,0.295,0,0,1,1.1420000000000001,0.17225,0.5654999999999999,-0.8552320603142571
2203,18,0.615,0.48,0.19,4,0.5305,0.2375,0.47,0,0,1,1.762,0.17683333333333331,0.7894999999999999,-1.2454184347213226
2204,7,0.42,0.345,0.105,2,0.175,0.096,0.13,0,0,1,0.599,0.175,0.295,-0.44375023580060013
2205,6,0.275,0.22,0.08,2,0.0565,0.0285,0.042,0,1,0,0.873,0.0565,0.1875,-0.07907826184379985
2206,5,0.29,0.225,0.075,2,0.0515,0.0235,0.04,1,0,0,0.885,0.0515,0.1785,-0.03856208555964846
2207,8,0.42,0.34,0.115,2,0.175,0.093,0.135,0,0,1,0.597,0.175,0.325,-0.5084951214294442
2208,16,0.625,0.525,0.215,4,0.5115,0.2595,0.665,1,0,0,1.564,0.17049999999999998,1.2485,-1.8186454728611023
2209,27,0.55,0.465,0.18,4,0.3245,0.205,0.525,1,0,0,1.9455,0.10816666666666667,1.0855000000000001,-1.6572508558785017
2210,18,0.66,0.505,0.2,4,0.4865,0.297,0.61,0,0,1,1.6065,0.16216666666666665,1.1335000000000002,-1.725574954821194
2211,17,0.565,0.47,0.195,4,0.387,0.258,0.35,0,0,1,2.005,0.129,0.7029999999999998,-1.051808721960803
2212,13,0.595,0.495,0.235,4,0.5065,0.219,0.52,1,0,0,1.7545000000000002,0.1688333333333333,1.0035,-1.5663287051783974
2213,17,0.63,0.51,0.23,4,0.5635,0.2815,0.57,0,0,1,1.585,0.18783333333333332,1.0364999999999998,-1.6304005194126403
2214,8,0.43,0.325,0.12,2,0.165,0.0995,0.155,1,0,0,0.5805,0.165,0.385,-0.6297069125111584
2215,10,0.455,0.35,0.14,3,0.1965,0.1325,0.175,1,0,0,1.496,0.09825,0.4335,-0.5632455485549006
2216,7,0.33,0.26,0.08,2,0.0765,0.0385,0.065,0,1,0,0.8200000000000001,0.0765,0.21350000000000002,-0.1612105592342714
2217,13,0.515,0.415,0.13,3,0.276,0.196,0.25,1,0,0,1.278,0.138,0.484,-0.7297997698382799
2218,14,0.495,0.39,0.15,3,0.3285,0.189,0.27,0,0,1,1.2125,0.16425,0.5115000000000001,-0.7899549370626967
2219,13,0.485,0.375,0.145,3,0.2385,0.1155,0.19,1,0,0,1.456,0.11925,0.43149999999999994,-0.5761333747380094
2220,8,0.535,0.46,0.145,3,0.3395,0.2005,0.2,1,0,0,1.26,0.16975,0.3504999999999999,-0.5260636658381298
2221,17,0.58,0.465,0.175,4,0.401,0.1865,0.385,0,0,1,2.0275,0.13366666666666668,0.7190000000000001,-1.08592900044281
2222,13,0.625,0.525,0.195,4,0.4505,0.2445,0.53,1,0,0,1.775,0.15016666666666667,0.9995000000000002,-1.5574634663463307
2223,14,0.555,0.455,0.18,3,0.296,0.195,0.39,1,0,0,1.119,0.148,0.8440000000000001,-1.299729927692863
2224,9,0.55,0.425,0.145,3,0.297,0.15,0.265,1,0,0,1.288,0.1485,0.5230000000000001,-0.7923272642786666
2225,13,0.59,0.475,0.155,3,0.356,0.174,0.28,0,0,1,1.19,0.178,0.5140000000000001,-0.8242411853404019
2226,7,0.355,0.28,0.11,2,0.0815,0.0525,0.08,0,1,0,0.786,0.0815,0.2985,-0.39253191770690427
2227,7,0.275,0.2,0.075,2,0.0305,0.019,0.03,0,1,0,0.9205,0.0305,0.1795,-0.02643583915026572
2228,12,0.505,0.39,0.175,3,0.267,0.15,0.215,1,0,0,1.3679999999999999,0.1335,0.513,-0.7363289554160479
2229,7,0.37,0.28,0.095,2,0.0805,0.051,0.075,0,0,1,0.7935,0.0805,0.25949999999999995,-0.27685386794379957
2230,13,0.555,0.43,0.165,3,0.2735,0.1635,0.275,0,0,1,1.2879999999999998,0.13675,0.6065,-0.9248287404154472
2231,9,0.505,0.4,0.165,3,0.2675,0.155,0.25,1,0,0,1.3275000000000001,0.13375,0.5625,-0.8506384179833002
2232,9,0.56,0.445,0.18,3,0.3575,0.2045,0.295,1,0,0,1.143,0.17875,0.5925,-0.9407157889411593
2233,17,0.595,0.475,0.17,4,0.419,0.229,0.35,0,0,1,2.002,0.13966666666666666,0.621,-0.927942328546286
2234,14,0.57,0.45,0.165,3,0.3305,0.1845,0.295,1,0,0,1.19,0.16525,0.5894999999999999,-0.9295363972962358
2235,13,0.6,0.48,0.175,4,0.4125,0.2735,0.415,0,0,1,1.899,0.13749999999999998,0.7675,-1.1712145280604669
2236,15,0.56,0.435,0.185,4,0.422,0.2435,0.33,1,0,0,2.0045,0.14066666666666666,0.6080000000000001,-0.8842675168190309
2237,17,0.585,0.465,0.19,4,0.3905,0.2355,0.4,0,0,1,1.974,0.13016666666666668,0.7895000000000001,-1.1861929482280023
2238,8,0.46,0.335,0.11,2,0.225,0.0745,0.11,0,1,0,0.5905,0.225,0.215,-0.2251348100325388
2239,8,0.46,0.36,0.115,2,0.2105,0.105,0.16,1,0,0,0.5245,0.2105,0.3395,-0.5546284184590645
2240,12,0.415,0.315,0.125,2,0.068,0.09,0.125,0,0,1,0.717,0.068,0.432,-0.7006389437137055
2241,11,0.435,0.32,0.12,2,0.152,0.0915,0.125,1,0,0,0.6315,0.152,0.33799999999999997,-0.4941627411930066
2242,7,0.475,0.38,0.135,2,0.1735,0.07,0.185,1,0,0,0.5715,0.1735,0.4665,-0.8217979983719907
2243,10,0.465,0.36,0.13,3,0.2105,0.1185,0.165,0,0,1,1.506,0.10525,0.37950000000000006,-0.45964179094929714
2244,11,0.355,0.28,0.1,2,0.0935,0.0455,0.085,0,1,0,0.776,0.0935,0.27649999999999997,-0.3428155557071277
2245,9,0.46,0.375,0.14,3,0.192,0.1045,0.205,0,0,1,1.4985,0.096,0.49799999999999994,-0.717454629434982
2246,10,0.38,0.325,0.11,2,0.12,0.074,0.105,1,0,0,0.7010000000000001,0.12,0.31,-0.4624963652088475
2247,9,0.47,0.365,0.12,3,0.2295,0.1495,0.15,1,0,0,1.471,0.11475,0.3105,-0.32510631860467276
2248,6,0.36,0.27,0.09,2,0.083,0.053,0.075,0,0,1,0.7889999999999999,0.083,0.24699999999999994,-0.24395033444508435
2249,12,0.585,0.455,0.165,3,0.345,0.2495,0.315,1,0,0,1.0905,0.1725,0.615,-0.9770470037638836
2250,11,0.655,0.59,0.2,4,0.654,0.3765,0.415,0,0,1,1.5545,0.218,0.576,-1.0422838741373452
2251,13,0.6,0.485,0.175,4,0.4995,0.2815,0.38,0,0,1,1.839,0.1665,0.6104999999999998,-0.9534441364911996
2252,14,0.57,0.46,0.17,4,0.4125,0.2205,0.38,1,0,0,1.987,0.13749999999999998,0.6875000000000001,-1.0438934929862984
2253,11,0.645,0.5,0.2,4,0.639,0.305,0.36,1,0,0,1.6960000000000002,0.213,0.4810000000000001,-0.7883043135810448
2254,14,0.65,0.495,0.18,4,0.8005,0.339,0.53,0,0,1,1.3305,0.2668333333333333,0.6194999999999999,-1.0978881499919875
2255,12,0.51,0.395,0.145,3,0.216,0.1385,0.24,0,0,1,1.4055,0.108,0.554,-0.8158042223627915
2256,8,0.52,0.38,0.135,3,0.2505,0.1565,0.175,0,0,1,1.418,0.12525,0.3695,-0.4414198260482951
2257,13,0.495,0.415,0.165,3,0.264,0.134,0.285,0,0,1,1.317,0.132,0.6359999999999999,-1.008740649163452
2258,8,0.43,0.335,0.115,2,0.166,0.0935,0.135,0,0,1,0.6054999999999999,0.166,0.33399999999999996,-0.5141450181112219
2259,13,0.59,0.465,0.16,4,0.506,0.2525,0.295,1,0,0,1.9465000000000001,0.16866666666666666,0.4039999999999999,-0.5915271847667362
2260,10,0.55,0.46,0.175,3,0.3155,0.1825,0.32,0,0,1,1.182,0.15775,0.6745,-1.086152598009876
2261,11,0.585,0.43,0.16,3,0.3625,0.176,0.27,0,0,1,1.1915,0.18125,0.4975000000000001,-0.7505501699855717
2262,17,0.58,0.455,0.16,3,0.312,0.196,0.3,1,0,0,1.192,0.156,0.6079999999999999,-0.9546242661146784
2263,13,0.62,0.51,0.15,4,0.581,0.2875,0.32,1,0,0,1.8115,0.19366666666666665,0.359,-0.5957774604421655
2264,14,0.59,0.45,0.16,3,0.2745,0.2185,0.345,0,1,0,1.162,0.13725,0.7355,-1.1419888713130146
2265,13,0.72,0.575,0.215,4,0.8955,0.405,0.62,1,0,0,1.0795,0.2985,0.7745,-1.410827969526363
2266,14,0.635,0.51,0.175,4,0.5735,0.261,0.36,1,0,0,1.8054999999999999,0.19116666666666668,0.49649999999999983,-0.8067921082060756
2267,15,0.61,0.48,0.175,4,0.391,0.216,0.42,1,0,0,1.973,0.13033333333333333,0.7989999999999999,-1.2058163271723472
2268,13,0.545,0.445,0.175,3,0.3465,0.189,0.295,1,0,0,1.1695,0.17325,0.5934999999999999,-0.9502951558324697
2269,12,0.57,0.45,0.16,3,0.3725,0.2175,0.255,0,0,1,1.155,0.18625,0.4575000000000001,-0.71022241740143
2270,18,0.6,0.475,0.18,4,0.511,0.2675,0.32,1,0,0,1.9015,0.17033333333333334,0.489,-0.739016375694026
2271,14,0.52,0.41,0.17,3,0.3735,0.219,0.25,1,0,0,1.1575,0.18675,0.4665000000000001,-0.7093660603984255
2272,15,0.635,0.51,0.21,4,0.6535,0.2835,0.58,0,0,1,1.483,0.21783333333333332,0.9264999999999999,-1.5198232964593474
2273,13,0.67,0.52,0.15,4,0.519,0.348,0.37,1,0,0,1.763,0.17300000000000001,0.521,-0.8263138008352167
2274,15,0.695,0.57,0.2,4,0.751,0.4255,0.685,0,0,1,1.1385,0.25033333333333335,1.0190000000000001,-1.7140617897795172
2275,20,0.655,0.525,0.185,4,0.487,0.2215,0.445,0,0,1,1.8465,0.16233333333333333,0.773,-1.2108396636928314
2276,14,0.62,0.48,0.23,4,0.403,0.245,0.355,1,0,0,1.9969999999999999,0.13433333333333333,0.7669999999999999,-1.114430382000612
2277,19,0.6,0.475,0.18,4,0.4345,0.2475,0.425,1,0,0,1.893,0.14483333333333334,0.7755,-1.1882473031262153
2278,9,0.51,0.405,0.13,3,0.3725,0.158,0.17,0,0,1,1.2995,0.18625,0.2275000000000001,-0.24608296101721305
2279,10,0.525,0.405,0.135,3,0.3305,0.216,0.195,0,0,1,1.2585,0.16525,0.3295,-0.4245705043305362
2280,9,0.44,0.375,0.13,2,0.226,0.0965,0.155,0,0,1,0.5225,0.226,0.3440000000000001,-0.5933179285055358
2281,8,0.485,0.415,0.14,3,0.25,0.134,0.185,0,1,0,1.431,0.125,0.4,-0.5584306171169456
2282,10,0.495,0.385,0.13,3,0.3125,0.179,0.175,1,0,0,1.3335,0.15625,0.2975,-0.3429312315705264
2283,7,0.435,0.345,0.12,2,0.221,0.112,0.125,0,1,0,0.542,0.221,0.269,-0.38032101772889815
2284,9,0.405,0.315,0.105,2,0.1605,0.0785,0.1,0,1,0,0.661,0.1605,0.24950000000000003,-0.2919327475454651
2285,9,0.42,0.33,0.1,2,0.1635,0.089,0.1,0,1,0,0.6475,0.1635,0.23650000000000002,-0.27014573466738173
2286,9,0.5,0.395,0.15,3,0.3235,0.173,0.195,1,0,0,1.3085,0.16175,0.36649999999999994,-0.49062421507673537
2287,7,0.385,0.305,0.105,2,0.1365,0.0745,0.1,1,0,0,0.689,0.1365,0.2735,-0.3497139848524981
2288,6,0.33,0.265,0.09,2,0.068,0.036,0.06,0,1,0,0.836,0.068,0.23199999999999998,-0.21183953071332126
2289,10,0.58,0.475,0.155,3,0.4305,0.23,0.285,1,0,0,1.0545,0.21525,0.4494999999999999,-0.7493976458178719
2290,6,0.325,0.27,0.1,2,0.08,0.0435,0.065,0,1,0,0.8115,0.08,0.25,-0.2743955767099049
2291,10,0.475,0.375,0.12,3,0.2525,0.1205,0.185,0,0,1,1.442,0.12625,0.3575,-0.44710100666997504
2292,9,0.38,0.3,0.09,2,0.1545,0.075,0.095,1,0,0,0.6755,0.1545,0.2155,-0.20341936287897106
2293,6,0.34,0.26,0.09,2,0.076,0.0525,0.055,0,1,0,0.8165,0.076,0.21399999999999997,-0.14572715765535135
2294,12,0.525,0.425,0.12,3,0.3335,0.1465,0.22,0,0,1,1.3,0.16675,0.3464999999999999,-0.4907013720994301
2295,10,0.52,0.415,0.145,3,0.3325,0.1725,0.285,1,0,0,1.21,0.16625,0.5274999999999999,-0.8305299968434312
2296,13,0.535,0.45,0.135,3,0.322,0.181,0.25,1,0,0,1.2469999999999999,0.161,0.448,-0.7000633836703516
2297,8,0.475,0.36,0.12,3,0.2825,0.12,0.17,0,0,1,1.4275,0.14125,0.2975000000000001,-0.3148967201856365
